               Convergence Check               
IT         Rel. DE       Rel. DP       Rel. DT  
536      2.2407E-03    1.1517E-02    9.3873E-05
537      1.7590E-03    7.7898E-03    2.1284E-04
538      6.7727E-04    3.8201E-03    1.8150E-04
539      2.3545E-04    2.6276E-03    9.5815E-06
540      2.0639E-04    1.6257E-03    9.0209E-06
541      2.7653E-04    1.1040E-03    1.5988E-04
542      1.1158E-03    3.4000E-03    1.6617E-04
543      1.9714E-03    4.0445E-04    1.4349E-04
544      1.2862E-03    4.2314E-03    2.1532E-04
545      2.4966E-04    5.9861E-03    4.3240E-05
546      5.4108E-05    7.4401E-03    9.1584E-05
547      3.9559E-04    7.9338E-03    8.3149E-05
548      7.9042E-04    3.9725E-03    1.8631E-04
549      1.8913E-04    8.0158E-04    2.2053E-04
550      1.2971E-03    4.8315E-04    1.7198E-04
551      4.6699E-04    1.5318E-03    1.0120E-04
552      1.3749E-06    1.0004E-03    4.9204E-06
553      7.9479E-06    1.0227E-03    6.1606E-05
554      2.8280E-04    1.5415E-03    7.5924E-05
555      6.5344E-04    3.6233E-03    1.7253E-04
556      1.4780E-03    2.6183E-03    6.4409E-06
557      1.4562E-03    1.5306E-03    7.3785E-05
558      1.8070E-03    4.2240E-03    2.3071E-04
559      6.1810E-04    1.3399E-02    4.9312E-04
560      1.8814E-03    1.6228E-02    1.3323E-04
561      2.5880E-03    8.1430E-03    4.6897E-04
562      2.6868E-04    1.6305E-03    4.6974E-04
563      2.0449E-03    2.2497E-03    1.2160E-04
564      1.3907E-03    2.8478E-03    4.2218E-04
565      7.4187E-04    4.3448E-03    1.6034E-04
566      1.5941E-03    4.4017E-04    2.0315E-04
567      5.8895E-04    9.1382E-03    4.4177E-04
568      1.5895E-03    8.2716E-03    1.6717E-04
569      6.8296E-04    4.6560E-03    2.6255E-04
570      6.1650E-04    8.9908E-03    3.2064E-04
571      9.3957E-04    7.4739E-03    1.2535E-04
572      2.4813E-04    4.1923E-03    2.3249E-04
573      9.1899E-04    7.7087E-03    2.4505E-04
574      2.5775E-04    8.8863E-03    6.7547E-05
575      5.4600E-04    6.1091E-03    1.7250E-04
576      3.5581E-04    5.6096E-03    2.4117E-05
577      2.6196E-04    7.1965E-03    1.6243E-04
578      5.1269E-04    5.7721E-03    5.2241E-05
579      1.9065E-04    7.5476E-04    3.0501E-04
580      1.3653E-03    9.8329E-04    7.8705E-05
581      1.8156E-03    1.0815E-03    3.1839E-05
582      2.0800E-03    2.5096E-03    1.9183E-04
583      3.1087E-03    1.9678E-03    2.0191E-04
584      2.1778E-03    7.1703E-03    2.0282E-04
585      1.2389E-03    8.7568E-03    4.2242E-05
586      1.5257E-03    7.4448E-03    2.3488E-04
587      2.8348E-03    1.0097E-02    4.1423E-05
588      2.6658E-03    2.1404E-02    6.9183E-04
589      7.7371E-04    2.2349E-02    4.1062E-06
590      6.4968E-04    1.4934E-02    4.4905E-04
591      1.6777E-03    1.5110E-02    3.0572E-04
592      1.5321E-04    1.8097E-02    6.0773E-04
593      2.8860E-03    1.0579E-02    1.2279E-04
594      2.1892E-03    2.4103E-03    4.1475E-04
595      8.3795E-05    1.0985E-02    1.6254E-05
596      1.0038E-04    2.0168E-02    1.4938E-04
597      7.5388E-04    3.1300E-02    4.8105E-04
598      3.2390E-03    2.8343E-02    4.4458E-04
599      1.0774E-03    2.2417E-02    4.1368E-04
600      7.7848E-04    2.9038E-02    6.4818E-04
601      2.5059E-03    1.6536E-02    8.8767E-04
602      1.9437E-03    1.8009E-03    8.5460E-04
603      6.2684E-03    5.9587E-03    3.8669E-04
604      8.2045E-03    1.3347E-03    4.0087E-04
605      6.1282E-03    4.9847E-03    4.8142E-04
606      3.6823E-03    3.6381E-03    6.0180E-05
607      3.3247E-03    9.5871E-05    7.4371E-05
608      2.9152E-03    9.5220E-03    2.4626E-04
609      4.0861E-03    1.8023E-02    1.8382E-04
610      4.9439E-03    2.1486E-02    7.0044E-05
611      4.5530E-03    2.3864E-02    4.1217E-05
612      4.3208E-03    2.7633E-02    1.6356E-04
613      5.0870E-03    3.0103E-02    1.8630E-04
614      5.9745E-03    2.7882E-02    2.9775E-05
615      5.7938E-03    2.1584E-02    1.9607E-04
616      4.8438E-03    1.3797E-02    1.9557E-04
617      3.8511E-03    4.7083E-03    2.8922E-04
618      2.4568E-03    8.3069E-05    4.4876E-05
619      2.5870E-03    7.0999E-03    3.4058E-04
620      8.6020E-04    1.1053E-02    2.0623E-04
621      1.7902E-04    5.4209E-03    4.9926E-04
622      2.0571E-03    3.0319E-03    1.2618E-04
623      2.5878E-03    9.2127E-04    2.1502E-04
624      3.5835E-03    3.8592E-04    1.7648E-04
625      4.3016E-03    1.5688E-02    1.1605E-03
626      1.3034E-03    2.1552E-02    2.2538E-04
627      2.3638E-03    1.4052E-03    1.9565E-03
628      6.6079E-03    1.2253E-02    6.2852E-04
629      3.5459E-03    3.4027E-02    1.1598E-03
630      1.8905E-03    3.8704E-02    2.7602E-04
631      8.6075E-04    4.8053E-02    3.5257E-04
632      2.6347E-03    4.1399E-02    9.7713E-04
633      1.5608E-03    3.7805E-02    6.8690E-04
634      4.7647E-03    2.9273E-02    9.4630E-04
635      9.0765E-03    4.0698E-02    4.3599E-04
636      6.9546E-03    5.8851E-02    8.0418E-04
637      3.2110E-03    5.1088E-02    6.7668E-04
638      6.2272E-03    3.2140E-02    8.9715E-04
639      1.0212E-02    1.1503E-02    7.5264E-04
640      1.3852E-02    2.7818E-02    1.8528E-03
641      2.2242E-02    1.5301E-02    5.6101E-04
642      1.9895E-02    3.7159E-02    2.2793E-03
643      1.0155E-02    9.2114E-02    2.0676E-03
644      1.5071E-03    9.4089E-02    8.2316E-04
645      4.8422E-03    7.5283E-02    8.9342E-04
646      8.5714E-03    5.5875E-02    2.8405E-05
647      8.8942E-03    6.2718E-03    1.0878E-03
648      1.3594E-02    6.8504E-02    7.8307E-04
649      1.7246E-02    1.0209E-01    3.9115E-04
650      1.9383E-02    7.8153E-02    1.0042E-03
651      1.6080E-02    3.5986E-03    3.1041E-03
652      3.9737E-03    1.5135E-01    6.0459E-03
653      2.0143E-02    1.9345E-01    5.3393E-04
654      1.9986E-02    8.1514E-02    5.1843E-03
655      3.5434E-04    3.1270E-03    1.8821E-03
656      7.1710E-03    5.7402E-03    4.7599E-04
657      5.4173E-03    3.2238E-02    1.3955E-03
658      5.8101E-04    1.0113E-01    2.0454E-03
659      1.0112E-02    1.3359E-01    6.0041E-04
660      1.5764E-02    1.4001E-01    4.2932E-04
661      2.1906E-02    1.9200E-01    6.1037E-03
662      1.8664E-04    3.7815E-01    2.8452E-03
663      1.0019E-02    3.7447E-01    1.0868E-03
664      1.2359E-02    2.7631E-01    1.7152E-03
665      1.1858E-03    3.0456E-01    5.2569E-03
666      1.2467E-02    2.8984E-01    5.1194E-03
-----------------------------------------------
               Did not converge!               
